s,s dot
0,11.399999999999975
0,11.499999999999975
0,11.599999999999975
0,11.699999999999974
0,11.799999999999974
0,11.899999999999974
0,11.999999999999973
0,12.099999999999973
0,12.199999999999973
0,12.299999999999972
0,12.399999999999972
0,12.499999999999972
0,12.599999999999971
0,12.69999999999997
0,12.79999999999997
0,12.89999999999997
0,12.99999999999997
0,13.09999999999997
0,13.199999999999969
0,13.299999999999969
0,13.399999999999968
0,13.499999999999968
0,13.599999999999968
0,13.699999999999967
0,13.799999999999967
0,13.899999999999967
0,13.999999999999966
0,14.099999999999966
0.01,0
0.01,0.1
0.01,0.2
0.01,0.30000000000000004
0.01,0.4
0.01,0.5
0.01,0.6
0.01,0.7
0.01,0.7999999999999999
0.01,0.8999999999999999
0.01,0.9999999999999999
0.01,1.0999999999999999
0.01,1.2
0.01,1.3
0.01,1.4000000000000001
0.01,1.5000000000000002
0.01,1.6000000000000003
0.01,1.7000000000000004
0.01,1.8000000000000005
0.01,1.9000000000000006
0.01,2.0000000000000004
0.01,2.1000000000000005
0.01,2.2000000000000006
0.01,2.3000000000000007
0.01,2.400000000000001
0.01,2.500000000000001
0.01,2.600000000000001
0.01,2.700000000000001
0.01,2.800000000000001
0.01,2.9000000000000012
0.01,3.0000000000000013
0.01,3.1000000000000014
0.01,3.2000000000000015
0.01,3.3000000000000016
0.01,3.4000000000000017
0.01,3.5000000000000018
0.01,3.600000000000002
0.01,3.700000000000002
0.01,3.800000000000002
0.01,3.900000000000002
0.01,4.000000000000002
0.01,4.100000000000001
0.01,4.200000000000001
0.01,4.300000000000001
0.01,4.4
0.01,4.5
0.01,4.6
0.01,4.699999999999999
0.01,4.799999999999999
0.01,4.899999999999999
0.01,4.999999999999998
0.01,5.099999999999998
0.01,5.1999999999999975
0.01,5.299999999999997
0.01,5.399999999999997
0.01,5.4999999999999964
0.01,5.599999999999996
0.01,5.699999999999996
0.01,5.799999999999995
0.01,5.899999999999995
0.01,5.999999999999995
0.01,6.099999999999994
0.01,6.199999999999994
0.01,6.299999999999994
0.01,6.399999999999993
0.01,6.499999999999993
0.01,6.5999999999999925
0.01,6.699999999999992
0.01,6.799999999999992
0.01,6.8999999999999915
0.01,6.999999999999991
0.01,7.099999999999991
0.01,7.19999999999999
0.01,7.29999999999999
0.01,7.39999999999999
0.01,7.499999999999989
0.01,7.599999999999989
0.01,7.699999999999989
0.01,7.799999999999988
0.01,7.899999999999988
0.01,7.999999999999988
0.01,8.099999999999987
0.01,8.199999999999987
0.01,8.299999999999986
0.01,8.399999999999986
0.01,8.499999999999986
0.01,8.599999999999985
0.01,8.699999999999985
0.01,8.799999999999985
0.01,8.899999999999984
0.01,8.999999999999984
0.01,9.099999999999984
0.01,9.199999999999983
0.01,9.299999999999983
0.01,9.399999999999983
0.01,9.499999999999982
0.01,9.599999999999982
0.01,9.699999999999982
0.01,9.799999999999981
0.01,9.89999999999998
0.01,9.99999999999998
0.01,10.09999999999998
0.01,10.19999999999998
0.01,10.29999999999998
0.01,10.399999999999979
0.01,10.499999999999979
0.01,10.599999999999978
0.01,10.699999999999978
0.01,10.799999999999978
0.01,10.899999999999977
0.01,10.999999999999977
0.01,11.099999999999977
0.01,11.199999999999976
0.01,11.299999999999976
0.01,11.399999999999975
0.01,11.499999999999975
0.01,11.599999999999975
0.01,11.699999999999974
0.01,11.799999999999974
0.01,11.899999999999974
0.01,11.999999999999973
0.01,12.099999999999973
0.01,12.199999999999973
0.01,12.299999999999972
0.01,12.399999999999972
0.01,12.499999999999972
0.01,12.599999999999971
0.01,12.69999999999997
0.01,12.79999999999997
0.01,12.89999999999997
0.01,12.99999999999997
0.01,13.09999999999997
0.01,13.199999999999969
0.01,13.299999999999969
0.01,13.399999999999968
0.01,13.499999999999968
0.01,13.599999999999968
0.01,13.699999999999967
0.01,13.799999999999967
0.01,13.899999999999967
0.01,13.999999999999966
0.01,14.099999999999966
0.01,14.199999999999966
0.01,14.299999999999965
0.01,14.399999999999965
0.02,0
0.02,0.1
0.02,0.2
0.02,0.30000000000000004
0.02,0.4
0.02,0.5
0.02,0.6
0.02,0.7
0.02,0.7999999999999999
0.02,0.8999999999999999
0.02,0.9999999999999999
0.02,1.0999999999999999
0.02,1.2
0.02,1.3
0.02,1.4000000000000001
0.02,1.5000000000000002
0.02,1.6000000000000003
0.02,1.7000000000000004
0.02,1.8000000000000005
0.02,1.9000000000000006
0.02,2.0000000000000004
0.02,2.1000000000000005
0.02,2.2000000000000006
0.02,2.3000000000000007
0.02,2.400000000000001
0.02,2.500000000000001
0.02,2.600000000000001
0.02,2.700000000000001
0.02,2.800000000000001
0.02,2.9000000000000012
0.02,3.0000000000000013
0.02,3.1000000000000014
0.02,3.2000000000000015
0.02,3.3000000000000016
0.02,3.4000000000000017
0.02,3.5000000000000018
0.02,3.600000000000002
0.02,3.700000000000002
0.02,3.800000000000002
0.02,3.900000000000002
0.02,4.000000000000002
0.02,4.100000000000001
0.02,4.200000000000001
0.02,4.300000000000001
0.02,4.4
0.02,4.5
0.02,4.6
0.02,4.699999999999999
0.02,4.799999999999999
0.02,4.899999999999999
0.02,4.999999999999998
0.02,5.099999999999998
0.02,5.1999999999999975
0.02,5.299999999999997
0.02,5.399999999999997
0.02,5.4999999999999964
0.02,5.599999999999996
0.02,5.699999999999996
0.02,5.799999999999995
0.02,5.899999999999995
0.02,5.999999999999995
0.02,6.099999999999994
0.02,6.199999999999994
0.02,6.299999999999994
0.02,6.399999999999993
0.02,6.499999999999993
0.02,6.5999999999999925
0.02,6.699999999999992
0.02,6.799999999999992
0.02,6.8999999999999915
0.02,6.999999999999991
0.02,7.099999999999991
0.02,7.19999999999999
0.02,7.29999999999999
0.02,7.39999999999999
0.02,7.499999999999989
0.02,7.599999999999989
0.02,7.699999999999989
0.02,7.799999999999988
0.02,7.899999999999988
0.02,7.999999999999988
0.02,8.099999999999987
0.02,8.199999999999987
0.02,8.299999999999986
0.02,8.399999999999986
0.02,8.499999999999986
0.02,8.599999999999985
0.02,8.699999999999985
0.02,8.799999999999985
0.02,8.899999999999984
0.02,8.999999999999984
0.02,9.099999999999984
0.02,9.199999999999983
0.02,9.299999999999983
0.02,9.399999999999983
0.02,9.499999999999982
0.02,9.599999999999982
0.02,9.699999999999982
0.02,9.799999999999981
0.02,9.89999999999998
0.02,9.99999999999998
0.02,10.09999999999998
0.02,10.19999999999998
0.02,10.29999999999998
0.02,10.399999999999979
0.02,10.499999999999979
0.02,10.599999999999978
0.02,10.699999999999978
0.02,10.799999999999978
0.02,10.899999999999977
0.02,10.999999999999977
0.02,11.099999999999977
0.02,11.199999999999976
0.02,11.299999999999976
0.02,11.399999999999975
0.02,11.499999999999975
0.02,11.599999999999975
0.02,11.699999999999974
0.02,11.799999999999974
0.02,11.899999999999974
0.02,11.999999999999973
0.02,12.099999999999973
0.02,12.199999999999973
0.02,12.299999999999972
0.02,12.399999999999972
0.02,12.499999999999972
0.02,12.599999999999971
0.02,12.69999999999997
0.02,12.79999999999997
0.02,12.89999999999997
0.02,12.99999999999997
0.02,13.09999999999997
0.02,13.199999999999969
0.02,13.299999999999969
0.02,13.399999999999968
0.02,13.499999999999968
0.02,13.599999999999968
0.02,13.699999999999967
0.02,13.799999999999967
0.02,13.899999999999967
0.02,13.999999999999966
0.02,14.099999999999966
0.02,14.199999999999966
0.02,14.299999999999965
0.02,14.399999999999965
0.02,14.499999999999964
0.02,14.599999999999964
0.03,0
0.03,0.1
0.03,0.2
0.03,0.30000000000000004
0.03,0.4
0.03,0.5
0.03,0.6
0.03,0.7
0.03,0.7999999999999999
0.03,0.8999999999999999
0.03,0.9999999999999999
0.03,1.0999999999999999
0.03,1.2
0.03,1.3
0.03,1.4000000000000001
0.03,1.5000000000000002
0.03,1.6000000000000003
0.03,1.7000000000000004
0.03,1.8000000000000005
0.03,1.9000000000000006
0.03,2.0000000000000004
0.03,2.1000000000000005
0.03,2.2000000000000006
0.03,2.3000000000000007
0.03,2.400000000000001
0.03,2.500000000000001
0.03,2.600000000000001
0.03,2.700000000000001
0.03,2.800000000000001
0.03,2.9000000000000012
0.03,3.0000000000000013
0.03,3.1000000000000014
0.03,3.2000000000000015
0.03,3.3000000000000016
0.03,3.4000000000000017
0.03,3.5000000000000018
0.03,3.600000000000002
0.03,3.700000000000002
0.03,3.800000000000002
0.03,3.900000000000002
0.03,4.000000000000002
0.03,4.100000000000001
0.03,4.200000000000001
0.03,4.300000000000001
0.03,4.4
0.03,4.5
0.03,4.6
0.03,4.699999999999999
0.03,4.799999999999999
0.03,4.899999999999999
0.03,4.999999999999998
0.03,5.099999999999998
0.03,5.1999999999999975
0.03,5.299999999999997
0.03,5.399999999999997
0.03,5.4999999999999964
0.03,5.599999999999996
0.03,5.699999999999996
0.03,5.799999999999995
0.03,5.899999999999995
0.03,5.999999999999995
0.03,6.099999999999994
0.03,6.199999999999994
0.03,6.299999999999994
0.03,6.399999999999993
0.03,6.499999999999993
0.03,6.5999999999999925
0.03,6.699999999999992
0.03,6.799999999999992
0.03,6.8999999999999915
0.03,6.999999999999991
0.03,7.099999999999991
0.03,7.19999999999999
0.03,7.29999999999999
0.03,7.39999999999999
0.03,7.499999999999989
0.03,7.599999999999989
0.03,7.699999999999989
0.03,7.799999999999988
0.03,7.899999999999988
0.03,7.999999999999988
0.03,8.099999999999987
0.03,8.199999999999987
0.03,8.299999999999986
0.03,8.399999999999986
0.03,8.499999999999986
0.03,8.599999999999985
0.03,8.699999999999985
0.03,8.799999999999985
0.03,8.899999999999984
0.03,8.999999999999984
0.03,9.099999999999984
0.03,9.199999999999983
0.03,9.299999999999983
0.03,9.399999999999983
0.03,9.499999999999982
0.03,9.599999999999982
0.03,9.699999999999982
0.03,9.799999999999981
0.03,9.89999999999998
0.03,9.99999999999998
0.03,10.09999999999998
0.03,10.19999999999998
0.03,10.29999999999998
0.03,10.399999999999979
0.03,10.499999999999979
0.03,10.599999999999978
0.03,10.699999999999978
0.03,10.799999999999978
0.03,10.899999999999977
0.03,10.999999999999977
0.03,11.099999999999977
0.03,11.199999999999976
0.03,11.299999999999976
0.03,11.399999999999975
0.03,11.499999999999975
0.03,11.599999999999975
0.03,11.699999999999974
0.03,11.799999999999974
0.03,11.899999999999974
0.03,11.999999999999973
0.03,12.099999999999973
0.03,12.199999999999973
0.03,12.299999999999972
0.03,12.399999999999972
0.03,12.499999999999972
0.03,12.599999999999971
0.03,12.69999999999997
0.03,12.79999999999997
0.03,12.89999999999997
0.03,12.99999999999997
0.03,13.09999999999997
0.03,13.199999999999969
0.03,13.299999999999969
0.03,13.399999999999968
0.03,13.499999999999968
0.03,13.599999999999968
0.03,13.699999999999967
0.03,13.799999999999967
0.03,13.899999999999967
0.03,13.999999999999966
0.03,14.099999999999966
0.03,14.199999999999966
0.03,14.299999999999965
0.03,14.399999999999965
0.03,14.499999999999964
0.03,14.599999999999964
0.03,14.699999999999964
0.03,14.799999999999963
0.04,0
0.04,0.1
0.04,0.2
0.04,0.30000000000000004
0.04,0.4
0.04,0.5
0.04,0.6
0.04,0.7
0.04,0.7999999999999999
0.04,0.8999999999999999
0.04,0.9999999999999999
0.04,1.0999999999999999
0.04,1.2
0.04,1.3
0.04,1.4000000000000001
0.04,1.5000000000000002
0.04,1.6000000000000003
0.04,1.7000000000000004
0.04,1.8000000000000005
0.04,1.9000000000000006
0.04,2.0000000000000004
0.04,2.1000000000000005
0.04,2.2000000000000006
0.04,2.3000000000000007
0.04,2.400000000000001
0.04,2.500000000000001
0.04,2.600000000000001
0.04,2.700000000000001
0.04,2.800000000000001
0.04,2.9000000000000012
0.04,3.0000000000000013
0.04,3.1000000000000014
0.04,3.2000000000000015
0.04,3.3000000000000016
0.04,3.4000000000000017
0.04,3.5000000000000018
0.04,3.600000000000002
0.04,3.700000000000002
0.04,3.800000000000002
0.04,3.900000000000002
0.04,4.000000000000002
0.04,4.100000000000001
0.04,4.200000000000001
0.04,4.300000000000001
0.04,4.4
0.04,4.5
0.04,4.6
0.04,4.699999999999999
0.04,4.799999999999999
0.04,4.899999999999999
0.04,4.999999999999998
0.04,5.099999999999998
0.04,5.1999999999999975
0.04,5.299999999999997
0.04,5.399999999999997
0.04,5.4999999999999964
0.04,5.599999999999996
0.04,5.699999999999996
0.04,5.799999999999995
0.04,5.899999999999995
0.04,5.999999999999995
0.04,6.099999999999994
0.04,6.199999999999994
0.04,6.299999999999994
0.04,6.399999999999993
0.04,6.499999999999993
0.04,6.5999999999999925
0.04,6.699999999999992
0.04,6.799999999999992
0.04,6.8999999999999915
0.04,6.999999999999991
0.04,7.099999999999991
0.04,7.19999999999999
0.04,7.29999999999999
0.04,7.39999999999999
0.04,7.499999999999989
0.04,7.599999999999989
0.04,7.699999999999989
0.04,7.799999999999988
0.04,7.899999999999988
0.04,7.999999999999988
0.04,8.099999999999987
0.04,8.199999999999987
0.04,8.299999999999986
0.04,8.399999999999986
0.04,8.499999999999986
0.04,8.599999999999985
0.04,8.699999999999985
0.04,8.799999999999985
0.04,8.899999999999984
0.04,8.999999999999984
0.04,9.099999999999984
0.04,9.199999999999983
0.04,9.299999999999983
0.04,9.399999999999983
0.04,9.499999999999982
0.04,9.599999999999982
0.04,9.699999999999982
0.04,9.799999999999981
0.04,9.89999999999998
0.04,9.99999999999998
0.04,10.09999999999998
0.04,10.19999999999998
0.04,10.29999999999998
0.04,10.399999999999979
0.04,10.499999999999979
0.04,10.599999999999978
0.04,10.699999999999978
0.04,10.799999999999978
0.04,10.899999999999977
0.04,10.999999999999977
0.04,11.099999999999977
0.04,11.199999999999976
0.04,11.299999999999976
0.04,11.399999999999975
0.04,11.499999999999975
0.04,11.599999999999975
0.04,11.699999999999974
0.04,11.799999999999974
0.04,11.899999999999974
0.04,11.999999999999973
0.04,12.099999999999973
0.04,12.199999999999973
0.04,12.299999999999972
0.04,12.399999999999972
0.04,12.499999999999972
0.04,12.599999999999971
0.04,12.69999999999997
0.04,12.79999999999997
0.04,12.89999999999997
0.04,12.99999999999997
0.04,13.09999999999997
0.04,13.199999999999969
0.04,13.299999999999969
0.04,13.399999999999968
0.04,13.499999999999968
0.04,13.599999999999968
0.04,13.699999999999967
0.04,13.799999999999967
0.04,13.899999999999967
0.04,13.999999999999966
0.04,14.099999999999966
0.04,14.199999999999966
0.04,14.299999999999965
0.04,14.399999999999965
0.04,14.499999999999964
0.04,14.599999999999964
0.04,14.699999999999964
0.04,14.799999999999963
0.04,14.899999999999963
0.05,0
0.05,0.1
0.05,0.2
0.05,0.30000000000000004
0.05,0.4
0.05,0.5
0.05,0.6
0.05,0.7
0.05,0.7999999999999999
0.05,0.8999999999999999
0.05,0.9999999999999999
0.05,1.0999999999999999
0.05,1.2
0.05,1.3
0.05,1.4000000000000001
0.05,1.5000000000000002
0.05,1.6000000000000003
0.05,1.7000000000000004
0.05,1.8000000000000005
0.05,1.9000000000000006
0.05,2.0000000000000004
0.05,2.1000000000000005
0.05,2.2000000000000006
0.05,2.3000000000000007
0.05,2.400000000000001
0.05,2.500000000000001
0.05,2.600000000000001
0.05,2.700000000000001
0.05,2.800000000000001
0.05,2.9000000000000012
0.05,3.0000000000000013
0.05,3.1000000000000014
0.05,3.2000000000000015
0.05,3.3000000000000016
0.05,3.4000000000000017
0.05,3.5000000000000018
0.05,3.600000000000002
0.05,3.700000000000002
0.05,3.800000000000002
0.05,3.900000000000002
0.05,4.000000000000002
0.05,4.100000000000001
0.05,4.200000000000001
0.05,4.300000000000001
0.05,4.4
0.05,4.5
0.05,4.6
0.05,4.699999999999999
0.05,4.799999999999999
0.05,4.899999999999999
0.05,4.999999999999998
0.05,5.099999999999998
0.05,5.1999999999999975
0.05,5.299999999999997
0.05,5.399999999999997
0.05,5.4999999999999964
0.05,5.599999999999996
0.05,5.699999999999996
0.05,5.799999999999995
0.05,5.899999999999995
0.05,5.999999999999995
0.05,6.099999999999994
0.05,6.199999999999994
0.05,6.299999999999994
0.05,6.399999999999993
0.05,6.499999999999993
0.05,6.5999999999999925
0.05,6.699999999999992
0.05,6.799999999999992
0.05,6.8999999999999915
0.05,6.999999999999991
0.05,7.099999999999991
0.05,7.19999999999999
0.05,7.29999999999999
0.05,7.39999999999999
0.05,7.499999999999989
0.05,7.599999999999989
0.05,7.699999999999989
0.05,7.799999999999988
0.05,7.899999999999988
0.05,7.999999999999988
0.05,8.099999999999987
0.05,8.199999999999987
0.05,8.299999999999986
0.05,8.399999999999986
0.05,8.499999999999986
0.05,8.599999999999985
0.05,8.699999999999985
0.05,8.799999999999985
0.05,8.899999999999984
0.05,8.999999999999984
0.05,9.099999999999984
0.05,9.199999999999983
0.05,9.299999999999983
0.05,9.399999999999983
0.05,9.499999999999982
0.05,9.599999999999982
0.05,9.699999999999982
0.05,9.799999999999981
0.05,9.89999999999998
0.05,9.99999999999998
0.05,10.09999999999998
0.05,10.19999999999998
0.05,10.29999999999998
0.05,10.399999999999979
0.05,10.499999999999979
0.05,10.599999999999978
0.05,10.699999999999978
0.05,10.799999999999978
0.05,10.899999999999977
0.05,10.999999999999977
0.05,11.099999999999977
0.05,11.199999999999976
0.05,11.299999999999976
0.05,11.399999999999975
0.05,11.499999999999975
0.05,11.599999999999975
0.05,11.699999999999974
0.05,11.799999999999974
0.05,11.899999999999974
0.05,11.999999999999973
0.05,12.099999999999973
0.05,12.199999999999973
0.05,12.299999999999972
0.05,12.399999999999972
0.05,12.499999999999972
0.05,12.599999999999971
0.05,12.69999999999997
0.05,12.79999999999997
0.05,12.89999999999997
0.05,12.99999999999997
0.05,13.09999999999997
0.05,13.199999999999969
0.05,13.299999999999969
0.05,13.399999999999968
0.05,13.499999999999968
0.05,13.599999999999968
0.05,13.699999999999967
0.05,13.799999999999967
0.05,13.899999999999967
0.05,13.999999999999966
0.05,14.099999999999966
0.05,14.199999999999966
0.05,14.299999999999965
0.05,14.399999999999965
0.05,14.499999999999964
0.05,14.599999999999964
0.05,14.699999999999964
0.05,14.799999999999963
0.05,14.899999999999963
0.05,14.999999999999963
0.05,15.099999999999962
0.060000000000000005,0
0.060000000000000005,0.1
0.060000000000000005,0.2
0.060000000000000005,0.30000000000000004
0.060000000000000005,0.4
0.060000000000000005,0.5
0.060000000000000005,0.6
0.060000000000000005,0.7
0.060000000000000005,0.7999999999999999
0.060000000000000005,0.8999999999999999
0.060000000000000005,0.9999999999999999
0.060000000000000005,1.0999999999999999
0.060000000000000005,1.2
0.060000000000000005,1.3
0.060000000000000005,1.4000000000000001
0.060000000000000005,1.5000000000000002
0.060000000000000005,1.6000000000000003
0.060000000000000005,1.7000000000000004
0.060000000000000005,1.8000000000000005
0.060000000000000005,1.9000000000000006
0.060000000000000005,2.0000000000000004
0.060000000000000005,2.1000000000000005
0.060000000000000005,2.2000000000000006
0.060000000000000005,2.3000000000000007
0.060000000000000005,2.400000000000001
0.060000000000000005,2.500000000000001
0.060000000000000005,2.600000000000001
0.060000000000000005,2.700000000000001
0.060000000000000005,2.800000000000001
0.060000000000000005,2.9000000000000012
0.060000000000000005,3.0000000000000013
0.060000000000000005,3.1000000000000014
0.060000000000000005,3.2000000000000015
0.060000000000000005,3.3000000000000016
0.060000000000000005,3.4000000000000017
0.060000000000000005,3.5000000000000018
0.060000000000000005,3.600000000000002
0.060000000000000005,3.700000000000002
0.060000000000000005,3.800000000000002
0.060000000000000005,3.900000000000002
0.060000000000000005,4.000000000000002
0.060000000000000005,4.100000000000001
0.060000000000000005,4.200000000000001
0.060000000000000005,4.300000000000001
0.060000000000000005,4.4
0.060000000000000005,4.5
0.060000000000000005,4.6
0.060000000000000005,4.699999999999999
0.060000000000000005,4.799999999999999
0.060000000000000005,4.899999999999999
0.060000000000000005,4.999999999999998
0.060000000000000005,5.099999999999998
0.060000000000000005,5.1999999999999975
0.060000000000000005,5.299999999999997
0.060000000000000005,5.399999999999997
0.060000000000000005,5.4999999999999964
0.060000000000000005,5.599999999999996
0.060000000000000005,5.699999999999996
0.060000000000000005,5.799999999999995
0.060000000000000005,5.899999999999995
0.060000000000000005,5.999999999999995
0.060000000000000005,6.099999999999994
0.060000000000000005,6.199999999999994
0.060000000000000005,6.299999999999994
0.060000000000000005,6.399999999999993
0.060000000000000005,6.499999999999993
0.060000000000000005,6.5999999999999925
0.060000000000000005,6.699999999999992
0.060000000000000005,6.799999999999992
0.060000000000000005,6.8999999999999915
0.060000000000000005,6.999999999999991
0.060000000000000005,7.099999999999991
0.060000000000000005,7.19999999999999
0.060000000000000005,7.29999999999999
0.060000000000000005,7.39999999999999
0.060000000000000005,7.499999999999989
0.060000000000000005,7.599999999999989
0.060000000000000005,7.699999999999989
0.060000000000000005,7.799999999999988
0.060000000000000005,7.899999999999988
0.060000000000000005,7.999999999999988
0.060000000000000005,8.099999999999987
0.060000000000000005,8.199999999999987
0.060000000000000005,8.299999999999986
0.060000000000000005,8.399999999999986
0.060000000000000005,8.499999999999986
0.060000000000000005,8.599999999999985
0.060000000000000005,8.699999999999985
0.060000000000000005,8.799999999999985
0.060000000000000005,8.899999999999984
0.060000000000000005,8.999999999999984
0.060000000000000005,9.099999999999984
0.060000000000000005,9.199999999999983
0.060000000000000005,9.299999999999983
0.060000000000000005,9.399999999999983
0.060000000000000005,9.499999999999982
0.060000000000000005,9.599999999999982
0.060000000000000005,9.699999999999982
0.060000000000000005,9.799999999999981
0.060000000000000005,9.89999999999998
0.060000000000000005,9.99999999999998
0.060000000000000005,10.09999999999998
0.060000000000000005,10.19999999999998
0.060000000000000005,10.29999999999998
0.060000000000000005,10.399999999999979
0.060000000000000005,10.499999999999979
0.060000000000000005,10.599999999999978
0.060000000000000005,10.699999999999978
0.060000000000000005,10.799999999999978
0.060000000000000005,10.899999999999977
0.060000000000000005,10.999999999999977
0.060000000000000005,11.099999999999977
0.060000000000000005,11.199999999999976
0.060000000000000005,11.299999999999976
0.060000000000000005,11.399999999999975
0.060000000000000005,11.499999999999975
0.060000000000000005,11.599999999999975
0.060000000000000005,11.699999999999974
0.060000000000000005,11.799999999999974
0.060000000000000005,11.899999999999974
0.060000000000000005,11.999999999999973
0.060000000000000005,12.099999999999973
0.060000000000000005,12.199999999999973
0.060000000000000005,12.299999999999972
0.060000000000000005,12.399999999999972
0.060000000000000005,12.499999999999972
0.060000000000000005,12.599999999999971
0.060000000000000005,12.69999999999997
0.060000000000000005,12.79999999999997
0.060000000000000005,12.89999999999997
0.060000000000000005,12.99999999999997
0.060000000000000005,13.09999999999997
0.060000000000000005,13.199999999999969
0.060000000000000005,13.299999999999969
0.060000000000000005,13.399999999999968
0.060000000000000005,13.499999999999968
0.060000000000000005,13.599999999999968
0.060000000000000005,13.699999999999967
0.060000000000000005,13.799999999999967
0.060000000000000005,13.899999999999967
0.060000000000000005,13.999999999999966
0.060000000000000005,14.099999999999966
0.060000000000000005,14.199999999999966
0.060000000000000005,14.299999999999965
0.060000000000000005,14.399999999999965
0.060000000000000005,14.499999999999964
0.060000000000000005,14.599999999999964
0.060000000000000005,14.699999999999964
0.060000000000000005,14.799999999999963
0.060000000000000005,14.899999999999963
0.060000000000000005,14.999999999999963
0.060000000000000005,15.099999999999962
0.060000000000000005,15.199999999999962
0.07,0
0.07,0.1
0.07,0.2
0.07,0.30000000000000004
0.07,0.4
0.07,0.5
0.07,0.6
0.07,0.7
0.07,0.7999999999999999
0.07,0.8999999999999999
0.07,0.9999999999999999
0.07,1.0999999999999999
0.07,1.2
0.07,1.3
0.07,1.4000000000000001
0.07,1.5000000000000002
0.07,1.6000000000000003
0.07,1.7000000000000004
0.07,1.8000000000000005
0.07,1.9000000000000006
0.07,2.0000000000000004
0.07,2.1000000000000005
0.07,2.2000000000000006
0.07,2.3000000000000007
0.07,2.400000000000001
0.07,2.500000000000001
0.07,2.600000000000001
0.07,2.700000000000001
0.07,2.800000000000001
0.07,2.9000000000000012
0.07,3.0000000000000013
0.07,3.1000000000000014
0.07,3.2000000000000015
0.07,3.3000000000000016
0.07,3.4000000000000017
0.07,3.5000000000000018
0.07,3.600000000000002
0.07,3.700000000000002
0.07,3.800000000000002
0.07,3.900000000000002
0.07,4.000000000000002
0.07,4.100000000000001
0.07,4.200000000000001
0.07,4.300000000000001
0.07,4.4
0.07,4.5
0.07,4.6
0.07,4.699999999999999
0.07,4.799999999999999
0.07,4.899999999999999
0.07,4.999999999999998
0.07,5.099999999999998
0.07,5.1999999999999975
0.07,5.299999999999997
0.07,5.399999999999997
0.07,5.4999999999999964
0.07,5.599999999999996
0.07,5.699999999999996
0.07,5.799999999999995
0.07,5.899999999999995
0.07,5.999999999999995
0.07,6.099999999999994
0.07,6.199999999999994
0.07,6.299999999999994
0.07,6.399999999999993
0.07,6.499999999999993
0.07,6.5999999999999925
0.07,6.699999999999992
0.07,6.799999999999992
0.07,6.8999999999999915
0.07,6.999999999999991
0.07,7.099999999999991
0.07,7.19999999999999
0.07,7.29999999999999
0.07,7.39999999999999
0.07,7.499999999999989
0.07,7.599999999999989
0.07,7.699999999999989
0.07,7.799999999999988
0.07,7.899999999999988
0.07,7.999999999999988
0.07,8.099999999999987
0.07,8.199999999999987
0.07,8.299999999999986
0.07,8.399999999999986
0.07,8.499999999999986
0.07,8.599999999999985
0.07,8.699999999999985
0.07,8.799999999999985
0.07,8.899999999999984
0.07,8.999999999999984
0.07,9.099999999999984
0.07,9.199999999999983
0.07,9.299999999999983
0.07,9.399999999999983
0.07,9.499999999999982
0.07,9.599999999999982
0.07,9.699999999999982
0.07,9.799999999999981
0.07,9.89999999999998
0.07,9.99999999999998
0.07,10.09999999999998
0.07,10.19999999999998
